I,Q,A
2252,"¿Cuándo se suspende el juicio en caso de rebeldía según el artículo 90?","El artículo 90 establece que si la rebeldía es declarada durante el juicio, éste se suspenderá respecto al rebelde, pero continuará para los demás imputados presentes, excepto en los delitos de corrupción."
2253,"¿Qué artículo establece cómo se seleccionan los jueces ciudadanos para integrar el tribunal?","El artículo 61 establece el procedimiento para la selección de jueces ciudadanos mediante sorteo público."
2254,"¿Cuál es el artículo que define qué sucede si los jueces ciudadanos no pueden ser seleccionados de la lista original?","El artículo 63 define que, si no se puede integrar el tribunal con la lista original, se realizará un sorteo extraordinario."
2255,"¿Qué artículo habla sobre las sanciones a los jueces ciudadanos que no cumplan con sus deberes?","El artículo 65 habla sobre la sanción por la inasistencia injustificada a la audiencia de constitución del tribunal y el incumplimiento de la función de juez ciudadano."
2256,"¿Cuál artículo describe las obligaciones de la Policía Nacional en la investigación de delitos?","El artículo 74 describe las obligaciones de la Policía Nacional en la investigación de los delitos, incluyendo la identificación de responsables y auxilio a las víctimas."
2257,"¿Qué artículo detalla el deber de la Fiscalía en cuanto a la obtención legal de pruebas?","El artículo 71 detalla que los fiscales no podrán utilizar pruebas obtenidas en violación a la Constitución, tratados internacionales y leyes vigentes."
2258,"¿Qué artículo menciona la posibilidad de que el juicio se realice en un asiento judicial distinto en caso de no poder integrar el tribunal?","El artículo 63 menciona que, si no es posible integrar el tribunal con jueces ciudadanos tras el sorteo extraordinario, el juicio se realizará en el asiento judicial más próximo."
2259,"¿Qué artículo regula los derechos de la víctima a promover una acción penal mediante querella?","El artículo 78 regula los derechos de la víctima a promover la acción penal mediante querella, ya sea en casos de acción pública o privada."
2260,"¿Cuál artículo se refiere a la intervención del Instituto de Investigaciones Forenses en la investigación de delitos?","El artículo 75 se refiere a la intervención del Instituto de Investigaciones Forenses, detallando sus funciones científicas en la investigación de delitos."
2261,"¿Qué artículo establece la obligatoriedad de la remuneración para los jueces ciudadanos?","El artículo 66 establece que la función de juez ciudadano debe ser remunerada, ya sea mediante declaratoria en comisión con goce de haberes o una remuneración diaria."
2262,"¿Qué artículo describe las acciones a seguir si un imputado no se presenta a una citación sin causa justificada?","El artículo 87 describe las acciones a seguir, declarando al imputado rebelde si no comparece a una citación sin causa justificada."
2263,"¿Qué artículo establece las reglas para la audiencia de constitución del tribunal?","El artículo 62 establece las reglas para la audiencia de constitución del tribunal, incluyendo la resolución de excusas y recusaciones de los jueces ciudadanos."
2264,"¿Cuál artículo menciona la obligación de los jueces ciudadanos de no emitir criterios sobre la causa?","El artículo 62 menciona que los jueces ciudadanos no pueden emitir criterios sobre la causa ni tomar contacto con las partes desde su designación."
2265,"¿Qué artículo establece qué hacer si un juez ciudadano presenta un impedimento para cumplir con sus funciones?","El artículo 62 establece que, si un juez ciudadano presenta un impedimento para cumplir sus funciones, el Presidente del tribunal dispondrá su exclusión de la lista."
2266,"¿Cuál artículo se refiere a los deberes y atribuciones de los jueces ciudadanos una vez designados?","El artículo 64 se refiere a los deberes y atribuciones de los jueces ciudadanos, estableciendo que tendrán las mismas responsabilidades que los jueces técnicos durante el juicio."
2267,"¿Qué artículo describe el proceso a seguir si el tribunal no puede constituirse con la lista de jueces seleccionados?","El artículo 63 describe que, si el tribunal no puede constituirse con la lista de jueces seleccionados, se repetirá el procedimiento mediante un sorteo extraordinario."
2268,"¿Cuál artículo regula la obligación del Ministerio Público de actuar de manera objetiva?","El artículo 72 regula la obligación del Ministerio Público de actuar de manera objetiva, tomando en cuenta tanto las circunstancias que puedan incriminar como aquellas que puedan eximir de responsabilidad al imputado."
2269,"¿Qué artículo establece la competencia del juez o tribunal en casos de conexitud de procesos?","El artículo 68 establece la competencia del juez o tribunal en casos de conexitud de procesos, asignando la causa al juez que conozca del delito con la pena más grave."
2270,"¿Cuál artículo menciona los derechos del imputado respecto a la comunicación con su defensor?","El artículo 84 menciona que el imputado tiene derecho a ser asistido y a entrevistarse en privado con su defensor desde el inicio de su captura."
2271,"¿Qué artículo regula las responsabilidades del Instituto de Investigaciones Forenses?","El artículo 75 regula las responsabilidades del Instituto de Investigaciones Forenses, indicando que debe realizar estudios científico-técnicos requeridos para la investigación de delitos."
2272,"¿Qué artículo establece que la víctima puede promover una acción penal mediante querella en casos de acción pública o privada?","El artículo 78 establece que la víctima puede promover una acción penal mediante querella en casos de acción pública o privada."
2273,"¿Cuál artículo menciona la obligación de los fiscales de fundamentar sus resoluciones?","El artículo 73 menciona que los fiscales deben formular sus requerimientos y resoluciones de manera fundamentada y específica, procediendo oralmente en audiencias y por escrito en otros casos."
2274,"¿Qué artículo regula las medidas a tomar respecto a los bienes del imputado declarado rebelde?","El artículo 89 regula las medidas a tomar respecto a los bienes del imputado declarado rebelde, disponiendo medidas cautelares para asegurar la eventual responsabilidad civil emergente del hecho imputado."
2275,"¿Cuál artículo menciona las sanciones aplicables a un imputado declarado rebelde durante el juicio?","El artículo 90 menciona que, si se declara la rebeldía durante el juicio, éste se suspenderá para el imputado rebelde y continuará para los demás, con excepción de delitos de corrupción."
2276,"¿Qué artículo establece las situaciones en las que se considera que existe conexitud entre procesos?","El artículo 67 establece las situaciones en las que se considera que existe conexitud entre procesos, como cuando los hechos se cometen simultáneamente o para facilitar otros delitos."
2277,"¿Cuál artículo menciona los deberes de los jueces ciudadanos respecto a sus responsabilidades en el juicio?","El artículo 64 menciona que los jueces ciudadanos, durante el juicio, tendrán los mismos deberes y atribuciones que los jueces técnicos."
2278,"¿Qué artículo establece la competencia del juez para disponer la tramitación separada de causas conexas?","El artículo 68 establece que el juez competente puede disponer la tramitación separada de causas conexas para evitar el retardo procesal o facilitar el ejercicio de la defensa."
